555, 1088, 1087, 1087, 1088, 1924,
555, 1087, 1085, 1085, 1087, 1928,
555, 1085, 1088, 1088, 1085, 1912,
556, 1090, 1086, 1086, 1090, 1913,
556, 1086, 1089, 1089, 1086, 1929,
556, 1089, 1090, 1090, 1089, 1925,
557, 1091, 1082, 1082, 1091, 1926,
557, 1082, 1087, 1087, 1082, 1928,
557, 1087, 1091, 1091, 1087, 1924,
558, 1092, 1089, 1089, 1092, 1925,
558, 1089, 1084, 1084, 1089, 1929,
558, 1084, 1092, 1092, 1084, 1927,
559, 1091, 1093, 1093, 1091, 1924,
559, 1093, 1078, 1078, 1093, 1922,
559, 1078, 1091, 1091, 1078, 1926,
560, 1092, 1080, 1080, 1092, 1927,
560, 1080, 1094, 1094, 1080, 1923,
560, 1094, 1092, 1092, 1094, 1925,
561, 1093, 1095, 1095, 1093, 1924,
561, 1095, 1074, 1074, 1095, 1920,
561, 1074, 1093, 1093, 1074, 1922,
562, 1094, 1076, 1076, 1094, 1923,
562, 1076, 1096, 1096, 1076, 1921,
562, 1096, 1094, 1094, 1096, 1925,
563, 1095, 1097, 1097, 1095, 1924,
563, 1097, 1070, 1070, 1097, 1918,
563, 1070, 1095, 1095, 1070, 1920,
564, 1096, 1072, 1072, 1096, 1921,
564, 1072, 1098, 1098, 1072, 1919,
564, 1098, 1096, 1096, 1098, 1925,
565, 1097, 1099, 1099, 1097, 1924,
565, 1099, 1066, 1066, 1099, 1916,
565, 1066, 1097, 1097, 1066, 1918,
566, 1098, 1068, 1068, 1098, 1919,
566, 1068, 1100, 1100, 1068, 1917,
566, 1100, 1098, 1098, 1100, 1925,
567, 1099, 1101, 1101, 1099, 1924,
567, 1101, 1062, 1062, 1101, 1914,
567, 1062, 1099, 1099, 1062, 1916,
568, 1100, 1064, 1064, 1100, 1917,
568, 1064, 1102, 1102, 1064, 1915,
568, 1102, 1100, 1100, 1102, 1925,
569, 1101, 1088, 1088, 1101, 1924,
569, 1088, 1056, 1056, 1088, 1912,
569, 1056, 1101, 1101, 1056, 1914,
570, 1102, 1060, 1060, 1102, 1915,
570, 1060, 1090, 1090, 1060, 1913,
570, 1090, 1102, 1102, 1090, 1925,
581, 1136, 1137, 1137, 1136, 2019,
582, 1140, 1141, 1141, 1140, 2020,
599, 1189, 1190, 1190, 1189, 1931,
600, 1192, 1189, 1189, 1192, 1931,
617, 1205, 1136, 1136, 1205, 2019,
618, 1141, 1207, 1207, 1141, 2020,
619, 1210, 1211, 1211, 1210, 2032,
619, 1211, 1205, 1205, 1211, 2019,
620, 1214, 1212, 1212, 1214, 2032,
620, 1207, 1214, 1214, 1207, 2020,
621, 1190, 1215, 1215, 1190, 1931,
622, 1218, 1192, 1192, 1218, 1931,
623, 1215, 1219, 1219, 1215, 1931,
624, 1219, 1218, 1218, 1219, 1931,
625, 1225, 1210, 1210, 1225, 2032,
626, 1212, 1225, 1225, 1212, 2032,
631, 1236, 1235, 1235, 1236, 1986,
632, 1237, 1238, 1238, 1237, 1987,
635, 1245, 1236, 1236, 1245, 1986,
636, 1238, 1246, 1246, 1238, 1987,
637, 1250, 1247, 1247, 1250, 1999,
638, 1251, 1252, 1252, 1251, 2000,
641, 1257, 1245, 1245, 1257, 1986,
