120336, 137997, 137998, 137998, 137997, 155654, 0.301869, 0.606188, 0.30269, 0.605986, 0.301688, 0.606662, 0.301688, 0.606662, 0.30269, 0.605986, 0.302505, 0.606461,
120352, 138009, 138010, 138010, 138009, 155655, 0.755447, 0.752759, 0.755733, 0.7529, 0.75551, 0.752298, 0.75551, 0.752298, 0.755733, 0.7529, 0.755798, 0.752441,
120368, 138021, 138022, 138022, 138021, 155656, 0.727242, 0.732309, 0.727212, 0.731526, 0.72708, 0.732124, 0.72708, 0.732124, 0.727212, 0.731526, 0.727051, 0.731339,
120384, 138033, 138034, 138034, 138033, 155657, 0.092939, 0.903662, 0.093125, 0.903757, 0.092862, 0.903942, 0.092862, 0.903942, 0.093125, 0.903757, 0.093048, 0.904037,
120400, 138045, 138046, 138046, 138045, 155658, 0.859296, 0.624089, 0.859355, 0.624132, 0.859468, 0.624011, 0.859468, 0.624011, 0.859355, 0.624132, 0.859528, 0.624054,
120416, 138057, 138033, 138033, 138057, 155657, 0.09328, 0.90369, 0.093203, 0.903968, 0.093125, 0.903757, 0.093125, 0.903757, 0.093203, 0.903968, 0.093048, 0.904037,
120432, 138067, 138045, 138045, 138067, 155658, 0.859325, 0.62426, 0.859498, 0.624182, 0.859355, 0.624132, 0.859355, 0.624132, 0.859498, 0.624182, 0.859528, 0.624054,
120448, 138077, 138078, 138078, 138077, 155659, 0.053758, 0.923259, 0.053887, 0.92338, 0.053643, 0.923492, 0.053643, 0.923492, 0.053887, 0.92338, 0.053772, 0.923615,
120464, 138089, 138090, 138090, 138089, 155660, 0.8893, 0.635267, 0.889508, 0.635246, 0.889318, 0.635138, 0.889318, 0.635138, 0.889508, 0.635246, 0.889526, 0.635117,
120480, 138034, 138100, 138100, 138034, 155657, 0.092741, 0.904167, 0.092862, 0.903942, 0.092928, 0.904262, 0.092928, 0.904262, 0.092862, 0.903942, 0.093048, 0.904037,
120496, 138111, 138112, 138112, 138111, 155661, 0.089335, 0.930434, 0.089654, 0.930488, 0.089402, 0.930626, 0.089402, 0.930626, 0.089654, 0.930488, 0.089722, 0.930679,
120512, 138123, 138077, 138077, 138123, 155659, 0.054128, 0.923438, 0.054014, 0.923672, 0.053887, 0.92338, 0.053887, 0.92338, 0.054014, 0.923672, 0.053772, 0.923615,
120528, 138133, 138134, 138134, 138133, 155662, 0.88562, 0.615146, 0.885797, 0.615073, 0.885611, 0.614987, 0.885611, 0.614987, 0.885797, 0.615073, 0.885788, 0.614914,
120544, 138145, 138067, 138067, 138145, 155658, 0.859732, 0.624112, 0.859761, 0.623984, 0.859498, 0.624182, 0.859498, 0.624182, 0.859761, 0.623984, 0.859528, 0.624054,
120560, 138090, 138154, 138154, 138090, 155660, 0.889269, 0.634982, 0.889318, 0.635138, 0.889477, 0.63496, 0.889477, 0.63496, 0.889318, 0.635138, 0.889526, 0.635117,
120576, 138112, 138164, 138164, 138112, 155661, 0.089264, 0.930824, 0.089402, 0.930626, 0.089582, 0.930877, 0.089582, 0.930877, 0.089402, 0.930626, 0.089722, 0.930679,
120592, 138175, 138176, 138176, 138175, 155663, 0.080741, 0.943082, 0.080934, 0.943146, 0.080604, 0.94328, 0.080604, 0.94328, 0.080934, 0.943146, 0.080795, 0.943344,
120608, 138187, 138123, 138123, 138187, 155659, 0.054057, 0.923877, 0.053816, 0.92382, 0.054014, 0.923672, 0.054014, 0.923672, 0.053816, 0.92382, 0.053772, 0.923615,
120624, 138197, 138198, 138198, 138197, 155664, 0.056767, 0.936572, 0.056811, 0.936776, 0.056581, 0.936532, 0.056581, 0.936532, 0.056811, 0.936776, 0.056625, 0.936737,
120640, 138209, 138210, 138210, 138209, 155665, 0.898912, 0.614312, 0.89912, 0.6143, 0.898916, 0.614194, 0.898916, 0.614194, 0.89912, 0.6143, 0.899124, 0.614182,
120656, 138221, 138133, 138133, 138221, 155662, 0.886005, 0.615061, 0.885997, 0.614902, 0.885797, 0.615073, 0.885797, 0.615073, 0.885997, 0.614902, 0.885788, 0.614914,
120672, 138231, 138232, 138232, 138231, 155666, 0.901128, 0.628994, 0.901167, 0.629109, 0.901313, 0.6289, 0.901313, 0.6289, 0.901167, 0.629109, 0.901352, 0.629013,
120688, 138154, 138242, 138242, 138154, 155660, 0.889662, 0.634866, 0.889477, 0.63496, 0.889711, 0.635022, 0.889711, 0.635022, 0.889477, 0.63496, 0.889526, 0.635117,
120704, 138253, 138175, 138175, 138253, 155663, 0.081056, 0.943166, 0.080917, 0.943361, 0.080934, 0.943146, 0.080934, 0.943146, 0.080917, 0.943361, 0.080795, 0.943344,
120720, 138164, 138262, 138262, 138164, 155661, 0.08969, 0.93106, 0.089582, 0.930877, 0.089829, 0.930864, 0.089829, 0.930864, 0.089582, 0.930877, 0.089722, 0.930679,
120736, 138262, 138272, 138272, 138262, 155661, 0.089978, 0.930886, 0.089829, 0.930864, 0.089872, 0.9307, 0.089872, 0.9307, 0.089829, 0.930864, 0.089722, 0.930679,
120752, 138283, 138284, 138284, 138283, 155662, 0.885945, 0.614711, 0.885808, 0.614831, 0.885926, 0.614794, 0.885926, 0.614794, 0.885808, 0.614831, 0.885788, 0.614914,
120768, 138284, 138221, 138221, 138284, 155662, 0.886132, 0.614783, 0.885926, 0.614794, 0.885997, 0.614902, 0.885997, 0.614902, 0.885926, 0.614794, 0.885788, 0.614914,
120784, 138210, 138302, 138302, 138210, 155665, 0.898926, 0.614114, 0.898916, 0.614194, 0.899132, 0.614103, 0.899132, 0.614103, 0.898916, 0.614194, 0.899124, 0.614182,
120800, 138302, 138312, 138312, 138302, 155665, 0.899177, 0.614087, 0.899132, 0.614103, 0.899169, 0.614165, 0.899169, 0.614165, 0.899132, 0.614103, 0.899124, 0.614182,
120816, 138323, 138253, 138253, 138323, 155663, 0.080961, 0.943445, 0.080841, 0.943428, 0.080917, 0.943361, 0.080917, 0.943361, 0.080841, 0.943428, 0.080795, 0.943344,
120832, 138333, 138334, 138334, 138333, 155667, 0.111507, 0.963268, 0.111642, 0.96324, 0.111591, 0.963408, 0.111591, 0.963408, 0.111642, 0.96324, 0.111725, 0.963379,
120848, 138345, 138346, 138346, 138345, 155668, 0.103187, 0.965056, 0.103254, 0.965182, 0.103053, 0.965084, 0.103053, 0.965084, 0.103254, 0.965182, 0.103119, 0.96521,
120864, 138357, 138358, 138358, 138357, 155669, 0.909352, 0.587163, 0.909342, 0.587254, 0.90945, 0.58702, 0.90945, 0.58702, 0.909342, 0.587254, 0.909439, 0.587112,
120880, 138369, 138333, 138333, 138369, 155667, 0.111805, 0.963274, 0.11189, 0.963415, 0.111642, 0.96324, 0.111642, 0.96324, 0.11189, 0.963415, 0.111725, 0.963379,
120896, 138379, 138380, 138380, 138379, 155670, 0.910824, 0.590469, 0.910848, 0.59052, 0.91091, 0.590327, 0.91091, 0.590327, 0.910848, 0.59052, 0.910934, 0.590378,
120912, 138391, 138357, 138357, 138391, 155669, 0.909365, 0.587304, 0.909463, 0.587163, 0.909342, 0.587254, 0.909342, 0.587254, 0.909463, 0.587163, 0.909439, 0.587112,
120928, 138346, 138400, 138400, 138346, 155668, 0.10302, 0.965173, 0.103053, 0.965084, 0.103086, 0.9653, 0.103086, 0.9653, 0.103053, 0.965084, 0.103119, 0.96521,
120944, 138411, 138379, 138379, 138411, 155670, 0.910894, 0.590518, 0.910981, 0.590376, 0.910848, 0.59052, 0.910848, 0.59052, 0.910981, 0.590376, 0.910934, 0.590378,
120960, 138358, 138391, 138391, 138358, 155669, 0.909474, 0.587073, 0.90945, 0.58702, 0.909463, 0.587163, 0.909463, 0.587163, 0.90945, 0.58702, 0.909439, 0.587112,
120976, 138380, 138411, 138411, 138380, 155670, 0.910957, 0.590324, 0.91091, 0.590327, 0.910981, 0.590376, 0.910981, 0.590376, 0.91091, 0.590327, 0.910934, 0.590378,
120992, 138400, 138345, 138345, 138400, 155668, 0.103224, 0.965271, 0.103086, 0.9653, 0.103254, 0.965182, 0.103254, 0.965182, 0.103086, 0.9653, 0.103119, 0.96521,
121008, 138334, 138369, 138369, 138334, 155667, 0.111752, 0.963444, 0.111591, 0.963408, 0.11189, 0.963415, 0.11189, 0.963415, 0.111591, 0.963408, 0.111725, 0.963379,
121024, 138453, 138197, 138197, 138453, 155664, 0.05682, 0.936927, 0.056636, 0.936888, 0.056811, 0.936776, 0.056811, 0.936776, 0.056636, 0.936888, 0.056625, 0.936737,
121040, 138176, 138462, 138462, 138176, 155663, 0.080475, 0.943382, 0.080604, 0.94328, 0.080666, 0.943445, 0.080666, 0.943445, 0.080604, 0.94328, 0.080795, 0.943344,
121056, 138462, 138323, 138323, 138462, 155663, 0.080712, 0.943528, 0.080666, 0.943445, 0.080841, 0.943428, 0.080841, 0.943428, 0.080666, 0.943445, 0.080795, 0.943344,
121072, 138312, 138480, 138480, 138312, 155665, 0.899279, 0.61418, 0.899169, 0.614165, 0.899234, 0.614197, 0.899234, 0.614197, 0.899169, 0.614165, 0.899124, 0.614182,
121088, 138480, 138209, 138209, 138480, 155665, 0.899231, 0.614314, 0.899234, 0.614197, 0.89912, 0.6143, 0.89912, 0.6143, 0.899234, 0.614197, 0.899124, 0.614182,
121104, 138232, 138498, 138498, 138232, 155666, 0.901404, 0.628802, 0.901313, 0.6289, 0.901443, 0.628915, 0.901443, 0.628915, 0.901313, 0.6289, 0.901352, 0.629013,
121120, 138498, 138508, 138508, 138498, 155666, 0.901492, 0.628939, 0.901443, 0.628915, 0.901402, 0.629036, 0.901402, 0.629036, 0.901443, 0.628915, 0.901352, 0.629013,
121136, 138519, 138453, 138453, 138519, 155664, 0.056568, 0.936948, 0.056558, 0.936799, 0.056636, 0.936888, 0.056636, 0.936888, 0.056558, 0.936799, 0.056625, 0.936737,
121152, 138529, 138530, 138530, 138529, 155671, 0.048776, 0.985986, 0.048884, 0.986014, 0.048582, 0.986238, 0.048582, 0.986238, 0.048884, 0.986014, 0.048691, 0.986267,
121168, 138541, 138542, 138542, 138541, 155672, 0.035846, 0.980832, 0.03565, 0.981086, 0.035749, 0.980778, 0.035749, 0.980778, 0.03565, 0.981086, 0.035553, 0.981033,
