28100, 34496, 34494, 34494, 34496, 38492,
28100, 34494, 34495, 34495, 34494, 38895,
28100, 34495, 34492, 34492, 34495, 40092,
28100, 34492, 34496, 34496, 34492, 38892,
28101, 34498, 34496, 34496, 34498, 38492,
28101, 34496, 34493, 34493, 34496, 38892,
28101, 34493, 34497, 34497, 34493, 40492,
28101, 34497, 34498, 34498, 34497, 38893,
28102, 34501, 34498, 34498, 34501, 38492,
28102, 34498, 34499, 34499, 34498, 38893,
28102, 34499, 34500, 34500, 34499, 40892,
28102, 34500, 34501, 34501, 34500, 38894,
28103, 34494, 34501, 34501, 34494, 38492,
28103, 34501, 34502, 34502, 34501, 38894,
28103, 34502, 34503, 34503, 34502, 40493,
28103, 34503, 34494, 34494, 34503, 38895,
28116, 34508, 34506, 34506, 34508, 38493,
28116, 34506, 34507, 34507, 34506, 38899,
28116, 34507, 34504, 34504, 34507, 40093,
28116, 34504, 34508, 34508, 34504, 38896,
28117, 34510, 34508, 34508, 34510, 38493,
28117, 34508, 34505, 34505, 34508, 38896,
28117, 34505, 34509, 34509, 34505, 40494,
28117, 34509, 34510, 34510, 34509, 38897,
28118, 34513, 34510, 34510, 34513, 38493,
28118, 34510, 34511, 34511, 34510, 38897,
28118, 34511, 34512, 34512, 34511, 40924,
28118, 34512, 34513, 34513, 34512, 38898,
28119, 34506, 34513, 34513, 34506, 38493,
28119, 34513, 34514, 34514, 34513, 38898,
28119, 34514, 34515, 34515, 34514, 40495,
28119, 34515, 34506, 34506, 34515, 38899,
28132, 34520, 34518, 34518, 34520, 38494,
28132, 34518, 34519, 34519, 34518, 38902,
28132, 34519, 34516, 34516, 34519, 40094,
28132, 34516, 34520, 34520, 34516, 38900,
28133, 34522, 34520, 34520, 34522, 38494,
28133, 34520, 34517, 34517, 34520, 38900,
28133, 34517, 34521, 34521, 34517, 40496,
28133, 34521, 34522, 34522, 34521, 38901,
28134, 34524, 34522, 34522, 34524, 38494,
28134, 34522, 34523, 34523, 34522, 38901,
28134, 34523, 34499, 34499, 34523, 40892,
28134, 34499, 34524, 34524, 34499, 38893,
28135, 34518, 34524, 34524, 34518, 38494,
28135, 34524, 34497, 34497, 34524, 38893,
28135, 34497, 34525, 34525, 34497, 40492,
28135, 34525, 34518, 34518, 34525, 38902,
28148, 34530, 34528, 34528, 34530, 38495,
28148, 34528, 34529, 34529, 34528, 38904,
28148, 34529, 34526, 34526, 34529, 40095,
28148, 34526, 34530, 34530, 34526, 38903,
28149, 34531, 34530, 34530, 34531, 38495,
28149, 34530, 34527, 34527, 34530, 38903,
28149, 34527, 34502, 34502, 34527, 40493,
28149, 34502, 34531, 34531, 34502, 38894,
