3478, 2343, 2332, 2332, 2343, 1702, 3, 4, 4, 4, 4, 4, 0.7187500000, 0.9583333333, 0.7187500000, 0.9583333333, 0.7187500000, 0.9583333333, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7138671875, 0.9550781250, 0.7138671875, 0.9550781250, 0.7138671875, 0.9550781250, 0.7138671875, 0.9550781250
3478, 2331, 2343, 2343, 2331, 1698, 3, 4, 4, 4, 4, 4, 0.7187500000, 0.9583333333, 0.7187500000, 0.9583333333, 0.7187500000, 0.9583333333, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7148437500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7187500000, 0.9648437500, 0.7187500000, 0.9648437500, 0.7187500000, 0.9648437500, 0.7187500000, 0.9648437500
3478, 2332, 2331, 2331, 2332, 1694, 3, 4, 4, 4, 4, 4, 0.7187500000, 0.9583333333, 0.7187500000, 0.9583333333, 0.7187500000, 0.9583333333, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7226562500, 0.9609375000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7187500000, 0.9531250000, 0.7236328125, 0.9550781250, 0.7236328125, 0.9550781250, 0.7236328125, 0.9550781250, 0.7236328125, 0.9550781250
3479, 2373, 2362, 2362, 2373, 1714, 3, 4, 4, 4, 4, 4, 0.7187500000, 0.0416666667, 0.7187500000, 0.0416666667, 0.7187500000, 0.0416666667, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7138671875, 0.0449218750, 0.7138671875, 0.0449218750, 0.7138671875, 0.0449218750, 0.7138671875, 0.0449218750
3479, 2361, 2373, 2373, 2361, 1710, 3, 4, 4, 4, 4, 4, 0.7187500000, 0.0416666667, 0.7187500000, 0.0416666667, 0.7187500000, 0.0416666667, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7187500000, 0.0468750000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7236328125, 0.0449218750, 0.7236328125, 0.0449218750, 0.7236328125, 0.0449218750, 0.7236328125, 0.0449218750
3479, 2362, 2361, 2361, 2362, 1706, 3, 4, 4, 4, 4, 4, 0.7187500000, 0.0416666667, 0.7187500000, 0.0416666667, 0.7187500000, 0.0416666667, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7226562500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7148437500, 0.0390625000, 0.7187500000, 0.0351562500, 0.7187500000, 0.0351562500, 0.7187500000, 0.0351562500, 0.7187500000, 0.0351562500
3480, 2401, 2392, 2392, 2401, 1742, 3, 4, 4, 4, 4, 4, 0.6562500000, 0.9583333333, 0.6562500000, 0.9583333333, 0.6562500000, 0.9583333333, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6513671875, 0.9550781250, 0.6513671875, 0.9550781250, 0.6513671875, 0.9550781250, 0.6513671875, 0.9550781250
3480, 2391, 2401, 2401, 2391, 1738, 3, 4, 4, 4, 4, 4, 0.6562500000, 0.9583333333, 0.6562500000, 0.9583333333, 0.6562500000, 0.9583333333, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6523437500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6562500000, 0.9648437500, 0.6562500000, 0.9648437500, 0.6562500000, 0.9648437500, 0.6562500000, 0.9648437500
3480, 2392, 2391, 2391, 2392, 1734, 3, 4, 4, 4, 4, 4, 0.6562500000, 0.9583333333, 0.6562500000, 0.9583333333, 0.6562500000, 0.9583333333, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6601562500, 0.9609375000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6562500000, 0.9531250000, 0.6611328125, 0.9550781250, 0.6611328125, 0.9550781250, 0.6611328125, 0.9550781250, 0.6611328125, 0.9550781250
3481, 2427, 2418, 2418, 2427, 1754, 3, 4, 4, 4, 4, 4, 0.6562500000, 0.0416666667, 0.6562500000, 0.0416666667, 0.6562500000, 0.0416666667, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6513671875, 0.0449218750, 0.6513671875, 0.0449218750, 0.6513671875, 0.0449218750, 0.6513671875, 0.0449218750
3481, 2417, 2427, 2427, 2417, 1750, 3, 4, 4, 4, 4, 4, 0.6562500000, 0.0416666667, 0.6562500000, 0.0416666667, 0.6562500000, 0.0416666667, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6562500000, 0.0468750000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6611328125, 0.0449218750, 0.6611328125, 0.0449218750, 0.6611328125, 0.0449218750, 0.6611328125, 0.0449218750
3481, 2418, 2417, 2417, 2418, 1746, 3, 4, 4, 4, 4, 4, 0.6562500000, 0.0416666667, 0.6562500000, 0.0416666667, 0.6562500000, 0.0416666667, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6601562500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6523437500, 0.0390625000, 0.6562500000, 0.0351562500, 0.6562500000, 0.0351562500, 0.6562500000, 0.0351562500, 0.6562500000, 0.0351562500
3482, 2453, 2444, 2444, 2453, 1782, 3, 4, 4, 4, 4, 4, 0.5937500000, 0.9583333333, 0.5937500000, 0.9583333333, 0.5937500000, 0.9583333333, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5888671875, 0.9550781250, 0.5888671875, 0.9550781250, 0.5888671875, 0.9550781250, 0.5888671875, 0.9550781250
3482, 2443, 2453, 2453, 2443, 1778, 3, 4, 4, 4, 4, 4, 0.5937500000, 0.9583333333, 0.5937500000, 0.9583333333, 0.5937500000, 0.9583333333, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5898437500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5937500000, 0.9648437500, 0.5937500000, 0.9648437500, 0.5937500000, 0.9648437500, 0.5937500000, 0.9648437500
3482, 2444, 2443, 2443, 2444, 1774, 3, 4, 4, 4, 4, 4, 0.5937500000, 0.9583333333, 0.5937500000, 0.9583333333, 0.5937500000, 0.9583333333, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5976562500, 0.9609375000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5937500000, 0.9531250000, 0.5986328125, 0.9550781250, 0.5986328125, 0.9550781250, 0.5986328125, 0.9550781250, 0.5986328125, 0.9550781250
3483, 2479, 2470, 2470, 2479, 1794, 3, 4, 4, 4, 4, 4, 0.5937500000, 0.0416666667, 0.5937500000, 0.0416666667, 0.5937500000, 0.0416666667, 0.5937500000, 0.0468750000, 0.5937500000, 0.0468750000, 0.5937500000, 0.0468750000, 0.5937500000, 0.0468750000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5898437500, 0.0390625000, 0.5937500000, 0.0468750000, 0.5937500000, 0.0468750000, 0.5937500000, 0.0468750000, 0.5937500000, 0.0468750000, 0.5888671875, 0.0449218750, 0.5888671875, 0.0449218750, 0.5888671875, 0.0449218750, 0.5888671875, 0.0449218750
