0.438, 0.164, 0.766, 0,
-0.438, 0.164, 0.766, 0,
0.5, 0.094, 0.688, 0,
-0.5, 0.094, 0.688, 0,
0.547, 0.055, 0.578, 0,
-0.547, 0.055, 0.578, 0,
0.352, -0.023, 0.617, 0,
-0.352, -0.023, 0.617, 0,
0.352, 0.031, 0.719, 0,
-0.352, 0.031, 0.719, 0,
0.352, 0.133, 0.781, 0,
-0.352, 0.133, 0.781, 0,
0.273, 0.164, 0.797, 0,
-0.273, 0.164, 0.797, 0,
0.203, 0.094, 0.742, 0,
-0.203, 0.094, 0.742, 0,
0.156, 0.055, 0.648, 0,
-0.156, 0.055, 0.648, 0,
0.078, 0.242, 0.656, 0,
-0.078, 0.242, 0.656, 0,
0.141, 0.242, 0.742, 0,
-0.141, 0.242, 0.742, 0,
0.242, 0.242, 0.797, 0,
-0.242, 0.242, 0.797, 0,
0.273, 0.328, 0.797, 0,
-0.273, 0.328, 0.797, 0,
0.203, 0.391, 0.742, 0,
-0.203, 0.391, 0.742, 0,
0.156, 0.438, 0.648, 0,
-0.156, 0.438, 0.648, 0,
0.352, 0.516, 0.617, 0,
-0.352, 0.516, 0.617, 0,
0.352, 0.453, 0.719, 0,
-0.352, 0.453, 0.719, 0,
0.352, 0.359, 0.781, 0,
-0.352, 0.359, 0.781, 0,
0.438, 0.328, 0.766, 0,
-0.438, 0.328, 0.766, 0,
0.5, 0.391, 0.688, 0,
-0.5, 0.391, 0.688, 0,
0.547, 0.438, 0.578, 0,
-0.547, 0.438, 0.578, 0,
0.625, 0.242, 0.562, 0,
-0.625, 0.242, 0.562, 0,
0.562, 0.242, 0.672, 0,
-0.562, 0.242, 0.672, 0,
0.469, 0.242, 0.758, 0,
-0.469, 0.242, 0.758, 0,
0.477, 0.242, 0.773, 0,
-0.477, 0.242, 0.773, 0,
0.445, 0.336, 0.781, 0,
-0.445, 0.336, 0.781, 0,
0.352, 0.375, 0.805, 0,
-0.352, 0.375, 0.805, 0,
0.266, 0.336, 0.82, 0,
-0.266, 0.336, 0.82, 0,
0.227, 0.242, 0.82, 0,
-0.227, 0.242, 0.82, 0,
0.266, 0.156, 0.82, 0,
-0.266, 0.156, 0.82, 0,
0.352, 0.242, 0.828, 0,
-0.352, 0.242, 0.828, 0,
0.352, 0.117, 0.805, 0,
-0.352, 0.117, 0.805, 0,
0.445, 0.156, 0.781, 0,
-0.445, 0.156, 0.781, 0,
0.0, 0.43, 0.742, 0,
0.0, 0.352, 0.82, 0,
0.0, -0.68, 0.734, 0,
0.0, -0.32, 0.781, 0,
0.0, -0.188, 0.797, 0,
0.0, -0.773, 0.719, 0,
0.0, 0.406, 0.602, 0,
0.0, 0.57, 0.57, 0,
0.0, 0.898, -0.547, 0,
0.0, 0.562, -0.852, 0,
0.0, 0.07, -0.828, 0,
0.0, -0.383, -0.352, 0,
0.203, -0.188, 0.562, 0,
-0.203, -0.188, 0.562, 0,
0.312, -0.438, 0.57, 0,
-0.312, -0.438, 0.57, 0,
0.352, -0.695, 0.57, 0,
-0.352, -0.695, 0.57, 0,
0.367, -0.891, 0.531, 0,
-0.367, -0.891, 0.531, 0,
0.328, -0.945, 0.523, 0,
-0.328, -0.945, 0.523, 0,
0.18, -0.969, 0.555, 0,
-0.18, -0.969, 0.555, 0,
0.0, -0.984, 0.578, 0,
0.438, -0.141, 0.531, 0,
-0.438, -0.141, 0.531, 0,
0.633, -0.039, 0.539, 0,
-0.633, -0.039, 0.539, 0,
0.828, 0.148, 0.445, 0,
-0.828, 0.148, 0.445, 0,
0.859, 0.43, 0.594, 0,
-0.859, 0.43, 0.594, 0,
0.711, 0.484, 0.625, 0,
-0.711, 0.484, 0.625, 0,
0.492, 0.602, 0.688, 0,
-0.492, 0.602, 0.688, 0,
0.32, 0.758, 0.734, 0,
-0.32, 0.758, 0.734, 0,
0.156, 0.719, 0.758, 0,
-0.156, 0.719, 0.758, 0,
0.062, 0.492, 0.75, 0,
-0.062, 0.492, 0.75, 0,
0.164, 0.414, 0.773, 0,
-0.164, 0.414, 0.773, 0,
0.125, 0.305, 0.766, 0,
-0.125, 0.305, 0.766, 0,
0.203, 0.094, 0.742, 0,
-0.203, 0.094, 0.742, 0,
0.375, 0.016, 0.703, 0,
-0.375, 0.016, 0.703, 0,
0.492, 0.062, 0.672, 0,
-0.492, 0.062, 0.672, 0,
0.625, 0.188, 0.648, 0,
-0.625, 0.188, 0.648, 0,
0.641, 0.297, 0.648, 0,
-0.641, 0.297, 0.648, 0,
0.602, 0.375, 0.664, 0,
-0.602, 0.375, 0.664, 0,
0.43, 0.438, 0.719, 0,
-0.43, 0.438, 0.719, 0,
0.25, 0.469, 0.758, 0,
-0.25, 0.469, 0.758, 0,
0.0, -0.766, 0.734, 0,
0.109, -0.719, 0.734, 0,
-0.109, -0.719, 0.734, 0,
0.117, -0.836, 0.711, 0,
-0.117, -0.836, 0.711, 0,
0.062, -0.883, 0.695, 0,
-0.062, -0.883, 0.695, 0,
0.0, -0.891, 0.688, 0,
0.0, -0.195, 0.75, 0,
0.0, -0.141, 0.742, 0,
0.102, -0.148, 0.742, 0,
-0.102, -0.148, 0.742, 0,
0.125, -0.227, 0.75, 0,
-0.125, -0.227, 0.75, 0,
0.086, -0.289, 0.742, 0,
-0.086, -0.289, 0.742, 0,
0.398, -0.047, 0.672, 0,
-0.398, -0.047, 0.672, 0,
0.617, 0.055, 0.625, 0,
-0.617, 0.055, 0.625, 0,
0.727, 0.203, 0.602, 0,
-0.727, 0.203, 0.602, 0,
0.742, 0.375, 0.656, 0,
-0.742, 0.375, 0.656, 0,
0.688, 0.414, 0.727, 0,
-0.688, 0.414, 0.727, 0,
0.438, 0.547, 0.797, 0,
-0.438, 0.547, 0.797, 0,
0.312, 0.641, 0.836, 0,
-0.312, 0.641, 0.836, 0,
0.203, 0.617, 0.852, 0,
-0.203, 0.617, 0.852, 0,
0.102, 0.43, 0.844, 0,
-0.102, 0.43, 0.844, 0,
0.125, -0.102, 0.812, 0,
-0.125, -0.102, 0.812, 0,
0.211, -0.445, 0.711, 0,
-0.211, -0.445, 0.711, 0,
0.25, -0.703, 0.688, 0,
-0.25, -0.703, 0.688, 0,
0.266, -0.82, 0.664, 0,
-0.266, -0.82, 0.664, 0,
0.234, -0.914, 0.633, 0,
-0.234, -0.914, 0.633, 0,
0.164, -0.93, 0.633, 0,
-0.164, -0.93, 0.633, 0,
0.0, -0.945, 0.641, 0,
0.0, 0.047, 0.727, 0,
0.0, 0.211, 0.766, 0,
0.328, 0.477, 0.742, 0,
-0.328, 0.477, 0.742, 0,
0.164, 0.141, 0.75, 0,
-0.164, 0.141, 0.75, 0,
0.133, 0.211, 0.758, 0,
-0.133, 0.211, 0.758, 0,
0.117, -0.688, 0.734, 0,
-0.117, -0.688, 0.734, 0,
0.078, -0.445, 0.75, 0,
-0.078, -0.445, 0.75, 0,
0.0, -0.445, 0.75, 0,
0.0, -0.328, 0.742, 0,
0.094, -0.273, 0.781, 0,
-0.094, -0.273, 0.781, 0,
0.133, -0.227, 0.797, 0,
-0.133, -0.227, 0.797, 0,
0.109, -0.133, 0.781, 0,
-0.109, -0.133, 0.781, 0,
0.039, -0.125, 0.781, 0,
-0.039, -0.125, 0.781, 0,
0.0, -0.203, 0.828, 0,
0.047, -0.148, 0.812, 0,
-0.047, -0.148, 0.812, 0,
0.094, -0.156, 0.812, 0,
-0.094, -0.156, 0.812, 0,
0.109, -0.227, 0.828, 0,
-0.109, -0.227, 0.828, 0,
0.078, -0.25, 0.805, 0,
-0.078, -0.25, 0.805, 0,
0.0, -0.289, 0.805, 0,
0.258, -0.312, 0.555, 0,
-0.258, -0.312, 0.555, 0,
0.164, -0.242, 0.711, 0,
-0.164, -0.242, 0.711, 0,
0.18, -0.312, 0.711, 0,
-0.18, -0.312, 0.711, 0,
0.234, -0.25, 0.555, 0,
-0.234, -0.25, 0.555, 0,
0.0, -0.875, 0.688, 0,
0.047, -0.867, 0.688, 0,
-0.047, -0.867, 0.688, 0,
0.094, -0.82, 0.711, 0,
-0.094, -0.82, 0.711, 0,
0.094, -0.742, 0.727, 0,
-0.094, -0.742, 0.727, 0,
0.0, -0.781, 0.656, 0,
0.094, -0.75, 0.664, 0,
-0.094, -0.75, 0.664, 0,
0.094, -0.812, 0.641, 0,
-0.094, -0.812, 0.641, 0,
0.047, -0.852, 0.633, 0,
-0.047, -0.852, 0.633, 0,
0.0, -0.859, 0.633, 0,
0.172, 0.219, 0.781, 0,
-0.172, 0.219, 0.781, 0,
0.188, 0.156, 0.773, 0,
-0.188, 0.156, 0.773, 0,
0.336, 0.43, 0.758, 0,
-0.336, 0.43, 0.758, 0,
0.273, 0.422, 0.773, 0,
-0.273, 0.422, 0.773, 0,
0.422, 0.398, 0.773, 0,
-0.422, 0.398, 0.773, 0,
0.562, 0.352, 0.695, 0,
-0.562, 0.352, 0.695, 0,
0.586, 0.289, 0.688, 0,
-0.586, 0.289, 0.688, 0,
0.578, 0.195, 0.68, 0,
-0.578, 0.195, 0.68, 0,
0.477, 0.102, 0.719, 0,
-0.477, 0.102, 0.719, 0,
0.375, 0.062, 0.742, 0,
-0.375, 0.062, 0.742, 0,
0.227, 0.109, 0.781, 0,
-0.227, 0.109, 0.781, 0,
0.18, 0.297, 0.781, 0,
-0.18, 0.297, 0.781, 0,
0.211, 0.375, 0.781, 0,
-0.211, 0.375, 0.781, 0,
0.234, 0.359, 0.758, 0,
-0.234, 0.359, 0.758, 0,
0.195, 0.297, 0.758, 0,
-0.195, 0.297, 0.758, 0,
0.242, 0.125, 0.758, 0,
-0.242, 0.125, 0.758, 0,
0.375, 0.086, 0.727, 0,
-0.375, 0.086, 0.727, 0,
0.461, 0.117, 0.703, 0,
-0.461, 0.117, 0.703, 0,
0.547, 0.211, 0.672, 0,
-0.547, 0.211, 0.672, 0,
0.555, 0.281, 0.672, 0,
-0.555, 0.281, 0.672, 0,
0.531, 0.336, 0.68, 0,
-0.531, 0.336, 0.68, 0,
0.414, 0.391, 0.75, 0,
-0.414, 0.391, 0.75, 0,
0.281, 0.398, 0.766, 0,
-0.281, 0.398, 0.766, 0,
0.336, 0.406, 0.75, 0,
-0.336, 0.406, 0.75, 0,
0.203, 0.172, 0.75, 0,
-0.203, 0.172, 0.75, 0,
0.195, 0.227, 0.75, 0,
-0.195, 0.227, 0.75, 0,
0.109, 0.461, 0.609, 0,
-0.109, 0.461, 0.609, 0,
0.195, 0.664, 0.617, 0,
-0.195, 0.664, 0.617, 0,
0.336, 0.688, 0.594, 0,
-0.336, 0.688, 0.594, 0,
0.484, 0.555, 0.555, 0,
-0.484, 0.555, 0.555, 0,
0.68, 0.453, 0.492, 0,
-0.68, 0.453, 0.492, 0,
0.797, 0.406, 0.461, 0,
-0.797, 0.406, 0.461, 0,
0.773, 0.164, 0.375, 0,
-0.773, 0.164, 0.375, 0,
0.602, 0.0, 0.414, 0,
-0.602, 0.0, 0.414, 0,
0.438, -0.094, 0.469, 0,
-0.438, -0.094, 0.469, 0,
0.0, 0.898, 0.289, 0,
0.0, 0.984, -0.078, 0,
0.0, -0.195, -0.672, 0,
0.0, -0.461, 0.188, 0,
0.0, -0.977, 0.461, 0,
0.0, -0.805, 0.344, 0,
0.0, -0.57, 0.32, 0,
0.0, -0.484, 0.281, 0,
0.852, 0.234, 0.055, 0,
-0.852, 0.234, 0.055, 0,
0.859, 0.32, -0.047, 0,
-0.859, 0.32, -0.047, 0,
0.773, 0.266, -0.438, 0,
-0.773, 0.266, -0.438, 0,
0.461, 0.438, -0.703, 0,
-0.461, 0.438, -0.703, 0,
0.734, -0.047, 0.07, 0,
-0.734, -0.047, 0.07, 0,
0.594, -0.125, -0.164, 0,
-0.594, -0.125, -0.164, 0,
0.641, -0.008, -0.43, 0,
-0.641, -0.008, -0.43, 0,
0.336, 0.055, -0.664, 0,
-0.336, 0.055, -0.664, 0,
0.234, -0.352, 0.406, 0,
-0.234, -0.352, 0.406, 0,
0.18, -0.414, 0.258, 0,
-0.18, -0.414, 0.258, 0,
0.289, -0.711, 0.383, 0,
-0.289, -0.711, 0.383, 0,
0.25, -0.5, 0.391, 0,
-0.25, -0.5, 0.391, 0,
0.328, -0.914, 0.398, 0,
-0.328, -0.914, 0.398, 0,
0.141, -0.758, 0.367, 0,
-0.141, -0.758, 0.367, 0,
0.125, -0.539, 0.359, 0,
-0.125, -0.539, 0.359, 0,
0.164, -0.945, 0.438, 0,
-0.164, -0.945, 0.438, 0,
0.219, -0.281, 0.43, 0,
-0.219, -0.281, 0.43, 0,
0.211, -0.227, 0.469, 0,
-0.211, -0.227, 0.469, 0,
0.203, -0.172, 0.5, 0,
-0.203, -0.172, 0.5, 0,
0.211, -0.391, 0.164, 0,
-0.211, -0.391, 0.164, 0,
0.297, -0.312, -0.266, 0,
-0.297, -0.312, -0.266, 0,
0.344, -0.148, -0.539, 0,
-0.344, -0.148, -0.539, 0,
0.453, 0.867, -0.383, 0,
-0.453, 0.867, -0.383, 0,
0.453, 0.93, -0.07, 0,
-0.453, 0.93, -0.07, 0,
0.453, 0.852, 0.234, 0,
-0.453, 0.852, 0.234, 0,
0.461, 0.523, 0.43, 0,
-0.461, 0.523, 0.43, 0,
0.727, 0.406, 0.336, 0,
-0.727, 0.406, 0.336, 0,
0.633, 0.453, 0.281, 0,
-0.633, 0.453, 0.281, 0,
0.641, 0.703, 0.055, 0,
-0.641, 0.703, 0.055, 0,
0.797, 0.562, 0.125, 0,
-0.797, 0.562, 0.125, 0,
0.797, 0.617, -0.117, 0,
-0.797, 0.617, -0.117, 0,
0.641, 0.75, -0.195, 0,
-0.641, 0.75, -0.195, 0,
0.641, 0.68, -0.445, 0,
-0.641, 0.68, -0.445, 0,
0.797, 0.539, -0.359, 0,
-0.797, 0.539, -0.359, 0,
0.617, 0.328, -0.586, 0,
-0.617, 0.328, -0.586, 0,
0.484, 0.023, -0.547, 0,
-0.484, 0.023, -0.547, 0,
0.82, 0.328, -0.203, 0,
-0.82, 0.328, -0.203, 0,
0.406, -0.172, 0.148, 0,
-0.406, -0.172, 0.148, 0,
0.43, -0.195, -0.211, 0,
-0.43, -0.195, -0.211, 0,
0.891, 0.406, -0.234, 0,
-0.891, 0.406, -0.234, 0,
0.773, -0.141, -0.125, 0,
-0.773, -0.141, -0.125, 0,
1.039, -0.102, -0.328, 0,
-1.039, -0.102, -0.328, 0,
1.281, 0.055, -0.43, 0,
-1.281, 0.055, -0.43, 0,
1.352, 0.32, -0.422, 0,
-1.352, 0.32, -0.422, 0,
1.234, 0.508, -0.422, 0,
-1.234, 0.508, -0.422, 0,
1.023, 0.477, -0.312, 0,
-1.023, 0.477, -0.312, 0,
1.016, 0.414, -0.289, 0,
-1.016, 0.414, -0.289, 0,
1.188, 0.438, -0.391, 0,
-1.188, 0.438, -0.391, 0,
1.266, 0.289, -0.406, 0,
-1.266, 0.289, -0.406, 0,
1.211, 0.078, -0.406, 0,
-1.211, 0.078, -0.406, 0,
1.031, -0.039, -0.305, 0,
-1.031, -0.039, -0.305, 0,
0.828, -0.07, -0.133, 0,
